id,opened,discussion,pullrequest,merged,closed,firstInsiderResponse,totalResponseByContributor,totalResponseByCollaborator,totalResponseByMembers,totalResponseByAuthor,totalResponseByOthers
49637,2023-03-29T19:48:07Z,2023-03-30T16:38:45Z,2023-03-29T19:48:07Z,,2023-03-30T16:38:50Z,2023-03-30T16:38:45Z,1,0,0,0,0
49638,2023-03-29T21:23:33Z,2023-03-30T16:38:19Z,2023-03-29T21:23:33Z,,2023-03-30T16:38:23Z,2023-03-30T16:38:19Z,1,0,0,0,0
49639,2023-03-29T21:43:23Z,2023-03-29T22:33:29Z,2023-03-29T21:43:23Z,,2023-03-29T22:33:40Z,2023-03-29T22:33:29Z,1,0,0,1,0
49640,2023-03-29T22:40:47Z,,2023-03-29T22:40:47Z,,2023-03-29T22:41:25Z,,0,0,0,0,0
49641,2023-03-29T23:47:55Z,2023-03-30T16:37:49Z,2023-03-29T23:47:55Z,,2023-03-30T16:37:53Z,2023-03-30T16:37:49Z,1,0,0,0,0
49642,2023-03-30T00:05:24Z,2023-03-31T18:59:29Z,2023-03-30T00:05:24Z,,2023-03-31T18:59:32Z,2023-03-31T18:59:29Z,1,0,0,0,0
49643,2023-03-30T04:03:48Z,2023-03-30T16:32:37Z,,,2023-03-30T18:05:55Z,2023-03-30T16:32:37Z,1,0,1,0,0
49644,2023-03-30T08:37:08Z,2023-03-30T14:36:59Z,2023-03-30T08:37:08Z,,2023-03-30T14:36:59Z,2023-03-30T14:36:59Z,0,0,1,1,0
49645,2023-03-30T10:18:52Z,2023-03-30T10:24:05Z,2023-03-30T10:18:52Z,,2023-03-30T16:48:00Z,2023-03-30T10:24:05Z,3,0,1,2,0
49646,2023-03-30T11:52:10Z,2023-03-30T13:45:26Z,,,2023-03-30T13:45:26Z,2023-03-30T13:45:26Z,0,0,1,0,0
49647,2023-03-30T12:36:20Z,,2023-03-30T12:36:20Z,,2023-03-30T13:13:45Z,,0,0,0,0,0
49648,2023-03-30T13:05:30Z,2023-03-30T13:43:25Z,,,2023-03-30T17:10:14Z,2023-03-30T13:43:25Z,1,0,2,1,0
49649,2023-03-30T17:07:29Z,2023-03-31T18:21:30Z,2023-03-30T17:07:29Z,,2023-03-31T18:46:21Z,2023-03-31T18:21:30Z,2,0,0,0,0
49446,2023-03-16T16:40:15Z,2023-03-17T07:34:18Z,2023-03-16T16:40:15Z,,2023-03-17T07:34:28Z,2023-03-17T07:34:18Z,0,0,1,0,0
49447,2023-03-16T16:59:44Z,2023-03-20T07:49:23Z,2023-03-16T16:59:44Z,,2023-03-20T07:49:27Z,2023-03-20T07:49:23Z,0,0,1,0,0
49448,2023-03-16T17:06:24Z,2023-03-16T20:26:36Z,2023-03-16T17:06:24Z,,2023-03-16T20:26:36Z,2023-03-16T20:26:36Z,0,1,1,1,0
49449,2023-03-16T17:36:18Z,2023-03-16T17:38:07Z,2023-03-16T17:36:18Z,,2023-03-16T17:38:11Z,2023-03-16T17:38:07Z,0,0,1,1,0
49450,2023-03-16T19:04:23Z,,2023-03-16T19:04:23Z,,2023-03-16T19:08:14Z,,0,0,0,0,0
49451,2023-03-16T19:10:49Z,,2023-03-16T19:10:49Z,,2023-03-16T19:11:13Z,,0,0,0,0,0
49452,2023-03-16T19:15:43Z,,2023-03-16T19:15:43Z,,2023-03-16T19:17:27Z,,0,0,0,0,0
49453,2023-03-16T20:27:32Z,2023-03-17T10:49:19Z,2023-03-16T20:27:32Z,,2023-03-17T10:49:23Z,2023-03-17T10:49:19Z,0,0,1,0,0
49454,2023-03-16T22:01:10Z,2023-03-18T20:54:00Z,2023-03-16T22:01:10Z,,2023-03-21T16:42:59Z,2023-03-18T20:54:00Z,3,0,3,3,0
49455,2023-03-16T23:58:14Z,2023-03-21T17:00:33Z,2023-03-16T23:58:14Z,,2023-03-21T17:18:01Z,2023-03-21T17:00:33Z,1,0,1,1,0
49456,2023-03-17T00:39:29Z,2023-03-17T17:39:38Z,2023-03-17T00:39:29Z,,,2023-03-17T17:39:38Z,1,0,0,0,0
49457,2023-03-17T08:46:08Z,,,,2023-03-22T21:41:55Z,,0,0,0,0,0
49458,2023-03-17T08:47:59Z,2023-03-17T13:50:08Z,2023-03-17T08:47:58Z,,2023-03-17T13:50:11Z,2023-03-17T13:50:08Z,0,0,1,0,0
49459,2023-03-17T10:03:09Z,2023-03-17T10:07:34Z,2023-03-17T10:03:09Z,,2023-03-22T21:41:56Z,2023-03-17T10:07:34Z,2,0,1,1,0
49460,2023-03-17T11:01:18Z,2023-03-28T15:54:00Z,2023-03-17T11:01:18Z,,2023-03-28T18:35:45Z,2023-03-28T15:54:00Z,2,0,0,1,0
49461,2023-03-17T11:18:54Z,2023-03-29T18:18:17Z,2023-03-17T11:18:54Z,,2023-03-30T16:40:37Z,2023-03-29T18:18:17Z,4,0,0,2,0
49462,2023-03-17T13:54:48Z,2023-03-17T13:56:12Z,,,2023-03-17T14:22:07Z,2023-03-17T14:22:07Z,0,0,1,3,0
49463,2023-03-17T14:05:43Z,2023-03-17T21:08:41Z,2023-03-17T14:05:43Z,,2023-03-22T15:40:37Z,2023-03-17T21:08:41Z,2,0,1,1,0
49464,2023-03-17T14:08:40Z,,2023-03-17T14:08:40Z,,,,0,0,0,0,0
49465,2023-03-17T15:52:01Z,2023-03-17T16:12:21Z,2023-03-17T15:52:01Z,,2023-03-17T16:26:33Z,2023-03-17T16:12:21Z,1,0,1,1,0
49466,2023-03-17T17:07:50Z,2023-03-20T19:32:23Z,2023-03-17T17:07:50Z,,2023-03-20T19:32:36Z,2023-03-20T19:32:23Z,1,0,0,0,0
49467,2023-03-17T17:10:12Z,2023-03-17T17:29:17Z,2023-03-17T17:10:12Z,,2023-03-17T17:29:21Z,2023-03-17T17:29:17Z,0,0,1,0,0
49468,2023-03-17T18:15:50Z,2023-03-18T08:36:25Z,2023-03-17T18:15:50Z,,2023-03-20T12:10:36Z,2023-03-18T08:36:25Z,0,0,2,1,0
49469,2023-03-17T22:16:28Z,,,,2023-03-20T09:02:54Z,,0,0,0,0,0
49470,2023-03-18T01:27:51Z,2023-03-18T09:35:29Z,,,2023-03-18T09:35:29Z,2023-03-18T09:35:29Z,0,0,1,0,0
49471,2023-03-18T04:33:01Z,2023-03-21T22:43:44Z,2023-03-18T04:33:01Z,,2023-03-22T17:05:02Z,2023-03-21T22:43:44Z,3,0,0,2,0
49472,2023-03-18T15:03:37Z,2023-03-22T15:03:56Z,2023-03-18T15:03:37Z,,2023-03-22T15:03:57Z,2023-03-22T15:03:56Z,0,1,0,1,0
49473,2023-03-18T19:08:51Z,2023-03-18T20:51:10Z,2023-03-18T19:08:51Z,,2023-03-20T09:02:53Z,2023-03-18T20:51:10Z,2,0,1,0,1
49474,2023-03-18T23:21:05Z,,2023-03-18T23:21:05Z,,,,0,0,0,0,0
49475,2023-03-19T02:07:42Z,2023-03-20T18:32:45Z,2023-03-19T02:07:42Z,,2023-03-21T17:40:35Z,2023-03-20T18:32:45Z,2,0,1,2,0
49476,2023-03-19T04:30:16Z,2023-03-19T11:55:15Z,,,2023-03-20T03:10:32Z,2023-03-19T11:55:15Z,2,0,0,1,1
49477,2023-03-19T11:29:10Z,,2023-03-19T11:29:10Z,,,,0,0,0,0,0
49478,2023-03-19T15:23:10Z,2023-03-20T08:51:46Z,2023-03-19T15:23:10Z,,,2023-03-24T08:21:56Z,1,0,0,1,1
49479,2023-03-19T23:10:46Z,2023-03-21T06:56:44Z,2023-03-19T23:10:46Z,,2023-03-21T06:56:48Z,2023-03-21T06:56:44Z,0,0,1,0,0
49480,2023-03-20T03:08:52Z,2023-03-20T07:30:25Z,,,2023-03-20T07:30:25Z,2023-03-20T07:30:25Z,0,0,1,0,0
49481,2023-03-20T07:02:56Z,2023-03-20T07:23:49Z,,,2023-03-20T07:23:49Z,2023-03-20T07:23:49Z,0,0,1,0,0
49482,2023-03-20T07:43:51Z,2023-03-21T12:56:04Z,2023-03-20T07:43:51Z,,2023-03-21T12:56:13Z,2023-03-21T12:56:04Z,0,0,1,0,0
49483,2023-03-20T07:45:07Z,2023-03-21T01:05:13Z,,,,2023-03-21T01:05:13Z,4,0,0,2,0
49484,2023-03-20T08:07:24Z,2023-03-20T12:45:49Z,2023-03-20T08:07:24Z,,2023-03-23T17:38:09Z,2023-03-20T12:45:49Z,1,0,2,2,0
49485,2023-03-20T08:31:24Z,2023-03-20T08:53:47Z,2023-03-20T08:31:24Z,,2023-03-20T08:53:47Z,2023-03-20T08:53:47Z,0,0,1,0,0
49486,2023-03-20T09:16:01Z,2023-03-21T13:43:06Z,2023-03-20T09:16:01Z,,2023-04-06T17:26:25Z,2023-03-21T13:43:06Z,1,0,1,0,0
49487,2023-03-20T10:13:36Z,2023-03-20T10:37:53Z,,,2023-03-21T15:19:39Z,2023-03-20T14:43:59Z,2,0,0,2,3
49488,2023-03-20T10:57:11Z,2023-03-21T03:36:51Z,2023-03-20T10:57:11Z,,2023-03-21T15:47:21Z,2023-03-21T03:36:51Z,6,0,0,4,0
49489,2023-03-20T13:20:01Z,2023-03-20T13:41:46Z,,,,2023-03-20T13:41:46Z,1,0,0,1,0
49490,2023-03-20T13:52:52Z,2023-03-21T14:51:44Z,2023-03-20T13:52:52Z,,2023-03-21T14:51:52Z,2023-03-21T14:51:44Z,0,0,1,1,0
49491,2023-03-20T13:53:00Z,2023-03-20T13:53:07Z,2023-03-20T13:53:00Z,,,2023-03-20T14:14:50Z,1,0,0,0,1
49492,2023-03-20T13:53:43Z,2023-04-04T20:21:13Z,2023-03-20T13:53:43Z,,2023-04-05T16:59:13Z,2023-04-04T20:21:13Z,3,0,2,2,0
49493,2023-03-20T14:32:40Z,2023-03-21T15:58:25Z,2023-03-20T14:32:40Z,,2023-03-21T15:58:28Z,2023-03-21T15:58:25Z,0,0,1,1,0
49494,2023-03-20T14:51:03Z,2023-03-20T14:51:08Z,2023-03-20T14:51:03Z,,2023-03-21T06:58:12Z,2023-03-20T15:57:26Z,1,0,1,1,1
49495,2023-03-20T16:19:37Z,2023-03-20T16:35:33Z,2023-03-20T16:19:37Z,,2023-03-20T16:35:37Z,2023-03-20T16:35:33Z,0,0,1,0,0
49496,2023-03-20T17:44:31Z,2023-03-22T15:23:41Z,2023-03-20T17:44:31Z,,2023-03-24T17:27:16Z,2023-03-24T17:27:12Z,1,0,0,0,1
49497,2023-03-20T19:22:16Z,2023-03-20T21:20:13Z,2023-03-20T19:22:16Z,,2023-03-21T18:28:48Z,2023-03-20T21:20:13Z,2,0,1,2,0
49498,2023-03-20T20:18:36Z,,2023-03-20T20:18:36Z,,,,0,0,0,0,0
49499,2023-03-20T20:29:25Z,2023-03-21T21:08:32Z,2023-03-20T20:29:25Z,,2023-03-21T21:08:36Z,2023-03-21T21:08:32Z,1,0,0,1,0
49500,2023-03-20T21:15:48Z,2023-03-21T00:55:01Z,2023-03-20T21:15:48Z,,2023-03-21T17:59:31Z,2023-03-21T00:55:01Z,2,0,1,2,0
49501,2023-03-20T21:32:38Z,,,,2023-03-23T20:54:12Z,,0,0,0,0,0
49502,2023-03-20T22:02:59Z,2023-03-21T23:55:57Z,2023-03-20T22:02:59Z,,2023-03-22T18:47:47Z,2023-03-21T23:55:57Z,2,0,0,1,0
49503,2023-03-20T22:23:57Z,2023-03-24T17:26:50Z,2023-03-20T22:23:57Z,,2023-03-24T17:26:56Z,2023-03-24T17:26:50Z,1,0,0,1,0
49504,2023-03-20T22:48:26Z,2023-03-21T21:09:25Z,2023-03-20T22:48:26Z,,2023-03-21T21:09:30Z,2023-03-21T21:09:25Z,1,0,0,1,0
49505,2023-03-20T23:10:58Z,2023-03-21T03:51:31Z,2023-03-20T23:10:58Z,,2023-03-28T00:34:22Z,2023-03-21T03:51:31Z,3,0,0,0,0
49506,2023-03-21T01:39:44Z,,,,,,0,0,0,0,0
49507,2023-03-21T05:08:17Z,2023-03-21T19:53:31Z,2023-03-21T05:08:17Z,,2023-03-22T15:24:05Z,2023-03-21T19:53:31Z,1,0,2,0,0
49508,2023-03-21T05:08:24Z,2023-03-21T13:38:50Z,2023-03-21T05:08:24Z,,2023-03-21T15:39:16Z,2023-03-21T15:39:13Z,0,0,1,0,1
49509,2023-03-21T08:27:21Z,2023-03-31T16:40:44Z,2023-03-21T08:27:21Z,,2023-04-04T02:13:51Z,2023-03-31T16:40:44Z,2,0,0,1,0
49511,2023-03-21T12:11:13Z,2023-03-21T12:51:19Z,2023-03-21T12:11:13Z,,2023-03-21T12:51:45Z,2023-03-21T12:51:19Z,0,0,1,1,0
49512,2023-03-21T12:24:47Z,2023-03-22T20:04:01Z,2023-03-21T12:24:47Z,,2023-03-23T20:54:10Z,2023-03-22T20:04:01Z,3,0,0,0,0
49513,2023-03-21T12:57:57Z,,,,,,0,0,0,0,0
49514,2023-03-21T13:02:05Z,2023-03-21T14:18:16Z,2023-03-21T13:02:05Z,,2023-03-21T14:18:20Z,2023-03-21T14:18:16Z,0,0,1,0,0
49515,2023-03-21T13:20:36Z,2023-03-21T15:40:51Z,2023-03-21T13:20:36Z,,2023-03-21T15:40:55Z,2023-03-21T15:40:51Z,0,0,1,0,0
49516,2023-03-21T13:26:16Z,2023-03-21T13:27:59Z,,,2023-03-21T13:27:59Z,2023-03-21T13:27:59Z,1,0,0,0,0
49517,2023-03-21T13:37:15Z,2023-03-21T14:30:40Z,2023-03-21T13:37:15Z,,2023-03-21T14:30:41Z,2023-03-21T14:30:40Z,0,0,1,0,0
49518,2023-03-21T14:49:51Z,,,,,,0,0,0,0,0
49519,2023-03-21T14:52:56Z,2023-03-22T22:35:07Z,2023-03-21T14:52:56Z,,2023-04-07T15:22:53Z,2023-03-22T22:35:07Z,1,0,0,0,0
49520,2023-03-21T15:57:46Z,2023-03-21T19:30:07Z,2023-03-21T15:57:46Z,,2023-03-21T19:30:11Z,2023-03-21T19:30:07Z,0,0,1,0,0
49521,2023-03-21T16:46:10Z,2023-03-21T16:49:16Z,,,2023-03-21T18:53:05Z,2023-03-21T16:49:16Z,1,0,1,2,0
49522,2023-03-21T17:19:28Z,2023-03-21T18:35:13Z,,,2023-03-21T18:53:56Z,2023-03-21T18:35:13Z,0,0,1,1,0
49523,2023-03-21T17:41:41Z,2023-03-21T19:34:15Z,2023-03-21T17:41:41Z,,2023-03-21T19:34:19Z,2023-03-21T19:34:15Z,0,0,1,0,0
49524,2023-03-21T20:43:29Z,2023-03-22T15:28:08Z,,,2023-03-22T15:28:08Z,2023-03-22T15:28:08Z,0,0,1,0,0
49525,2023-03-21T20:50:19Z,2023-03-22T15:02:51Z,2023-03-21T20:50:19Z,,2023-03-22T15:02:55Z,2023-03-22T15:02:51Z,0,0,1,0,0
49526,2023-03-21T21:46:10Z,2023-03-22T00:26:28Z,,,2023-03-22T01:17:51Z,2023-03-22T00:26:28Z,2,0,0,0,0
49527,2023-03-21T22:18:27Z,,2023-03-21T22:18:27Z,,,,0,0,0,0,0
49528,2023-03-22T02:21:21Z,2023-03-22T02:50:30Z,2023-03-22T02:21:21Z,,2023-03-22T02:50:31Z,2023-03-22T02:50:30Z,1,0,0,0,0
49529,2023-03-22T02:51:41Z,2023-03-29T01:48:00Z,2023-03-22T02:51:41Z,,2023-03-29T01:48:05Z,2023-03-29T01:48:00Z,1,0,0,0,0
49530,2023-03-22T02:57:35Z,2023-03-22T22:22:03Z,2023-03-22T02:57:35Z,,2023-03-22T22:32:16Z,2023-03-22T22:31:50Z,1,0,0,1,1
49531,2023-03-22T05:00:27Z,,,,,,0,0,0,0,0
49532,2023-03-22T07:06:09Z,2023-03-22T09:04:10Z,,,2023-03-22T10:40:32Z,2023-03-22T09:04:10Z,1,0,0,1,0
49533,2023-03-22T08:42:14Z,2023-03-22T15:41:56Z,2023-03-22T08:42:14Z,,2023-03-22T15:42:01Z,2023-03-22T15:41:56Z,0,0,1,0,0
49534,2023-03-22T08:56:15Z,,,,2023-03-23T18:35:53Z,,0,0,0,0,0
49535,2023-03-22T09:50:03Z,2023-03-23T18:35:47Z,2023-03-22T09:50:03Z,,2023-03-23T18:35:52Z,2023-03-23T18:35:47Z,1,0,0,0,0
49536,2023-03-22T10:07:19Z,2023-03-22T10:07:46Z,2023-03-22T10:07:19Z,,2023-03-22T10:07:47Z,2023-03-22T10:07:46Z,1,0,0,1,0
49537,2023-03-22T10:23:50Z,2023-03-22T12:01:09Z,,,,2023-03-22T12:01:09Z,1,0,0,0,0
49538,2023-03-22T10:56:13Z,2023-03-22T11:45:45Z,,,2023-03-23T12:36:54Z,2023-03-22T11:45:45Z,2,0,0,0,0
49539,2023-03-22T11:46:50Z,2023-03-22T12:26:57Z,,,,2023-03-22T12:26:57Z,1,0,0,0,0
49540,2023-03-22T13:02:36Z,2023-03-22T13:16:12Z,,,,2023-03-22T13:16:12Z,2,0,0,2,0
49541,2023-03-22T13:42:00Z,2023-03-22T14:29:52Z,,,2023-03-22T15:30:17Z,2023-03-22T14:29:52Z,2,0,0,0,0
49542,2023-03-22T13:48:41Z,2023-03-22T13:50:47Z,,,2023-03-22T13:50:47Z,2023-03-22T13:50:47Z,0,0,1,0,0
49544,2023-03-22T15:00:01Z,,2023-03-22T15:00:01Z,,2023-03-28T15:42:05Z,,0,0,0,0,0
49545,2023-03-22T15:03:53Z,2023-03-23T15:04:03Z,2023-03-22T15:03:53Z,,2023-03-23T15:04:04Z,2023-03-23T15:04:03Z,0,1,0,1,0
49546,2023-03-22T15:15:35Z,2023-03-23T12:11:22Z,2023-03-22T15:15:35Z,,2023-03-29T16:13:50Z,2023-03-23T12:11:22Z,3,0,0,2,0
49547,2023-03-22T17:07:29Z,2023-03-22T17:14:22Z,2023-03-22T17:07:29Z,,2023-03-22T17:21:30Z,2023-03-22T17:14:22Z,1,0,1,1,0
49341,2023-03-06T19:31:57Z,2023-03-07T09:39:07Z,2023-03-06T19:31:57Z,,,2023-03-07T09:39:07Z,3,0,0,2,0
49342,2023-03-06T20:38:26Z,2023-03-06T21:18:35Z,,,2023-03-06T21:18:44Z,2023-03-06T21:18:35Z,0,0,1,0,1
49343,2023-03-06T21:19:26Z,2023-03-06T21:43:08Z,2023-03-06T21:19:26Z,,2023-03-07T19:18:07Z,2023-03-06T21:43:08Z,2,0,0,1,2
49344,2023-03-06T21:42:22Z,2023-03-06T23:00:24Z,2023-03-06T21:42:22Z,,2023-03-07T17:38:09Z,2023-03-06T23:00:24Z,2,0,0,0,1
49345,2023-03-07T01:27:23Z,2023-03-08T03:49:40Z,2023-03-07T01:27:23Z,,2023-03-08T17:57:17Z,2023-03-08T03:49:40Z,3,0,0,3,0
49346,2023-03-07T02:11:51Z,2023-03-07T02:22:17Z,,,2023-03-07T02:22:18Z,,0,0,0,1,1
49347,2023-03-07T06:06:23Z,2023-03-07T10:42:15Z,2023-03-07T06:06:23Z,,2023-03-07T10:42:15Z,2023-03-07T10:42:15Z,0,1,1,1,1
49348,2023-03-07T06:07:45Z,2023-03-08T19:38:53Z,2023-03-07T06:07:45Z,,2023-03-08T21:08:42Z,2023-03-08T19:38:53Z,2,0,0,0,1
49349,2023-03-07T06:08:09Z,,2023-03-07T06:08:09Z,,,,0,0,0,0,0
49350,2023-03-07T10:00:26Z,2023-03-08T13:56:13Z,2023-03-07T10:00:26Z,,2023-03-08T21:08:00Z,2023-03-08T13:56:13Z,4,0,0,2,1
49351,2023-03-07T10:33:03Z,2023-03-08T17:59:14Z,2023-03-07T10:33:03Z,,2023-03-08T17:59:17Z,2023-03-08T17:59:14Z,1,0,0,0,1
49352,2023-03-07T12:39:35Z,2023-04-07T00:08:20Z,,,2023-03-07T19:16:50Z,,0,0,0,0,1
49353,2023-03-07T13:15:56Z,2023-03-07T14:32:51Z,,,,2023-03-07T14:32:51Z,1,0,0,3,2
49354,2023-03-07T14:48:07Z,2023-03-07T15:44:42Z,,,2023-03-07T15:44:42Z,2023-03-07T15:44:42Z,0,0,1,0,1
49355,2023-03-07T15:03:36Z,2023-03-08T15:03:51Z,2023-03-07T15:03:36Z,,2023-03-08T15:03:45Z,2023-03-08T15:03:51Z,0,1,0,1,1
49356,2023-03-07T17:27:50Z,2023-03-07T17:30:40Z,2023-03-07T17:27:50Z,,2023-03-07T19:16:49Z,2023-03-07T17:30:40Z,2,0,0,0,1
49357,2023-03-07T17:32:26Z,2023-03-07T17:51:06Z,2023-03-07T17:32:26Z,,2023-03-07T17:51:16Z,2023-03-07T17:51:06Z,1,0,0,1,0
49358,2023-03-07T18:41:41Z,2023-03-07T18:52:45Z,,,2023-03-07T18:53:00Z,2023-03-07T18:52:45Z,0,0,1,0,1
49360,2023-03-07T23:43:46Z,2023-03-08T18:05:41Z,2023-03-07T23:43:46Z,,2023-03-22T15:37:08Z,2023-03-08T18:05:41Z,2,0,1,1,0
49361,2023-03-08T09:22:13Z,2023-03-08T09:55:34Z,,,2023-03-08T10:23:54Z,2023-03-08T09:55:34Z,2,0,1,1,2
49362,2023-03-08T10:03:34Z,2023-03-08T23:39:58Z,2023-03-08T10:03:34Z,,2023-03-08T23:40:02Z,2023-03-08T23:39:58Z,1,0,0,0,1
49363,2023-03-08T10:34:41Z,2023-03-08T23:39:05Z,2023-03-08T10:34:41Z,,2023-03-08T23:39:09Z,2023-03-08T23:39:05Z,1,0,0,0,1
49364,2023-03-08T12:39:40Z,2023-04-08T00:08:09Z,2023-03-08T12:39:40Z,,2023-03-08T16:16:15Z,,0,0,0,0,1
49365,2023-03-08T14:37:10Z,2023-03-08T16:08:25Z,,,2023-03-08T16:08:25Z,2023-03-08T16:08:25Z,0,0,1,0,1
49366,2023-03-08T15:03:48Z,2023-03-08T21:54:26Z,2023-03-08T15:03:48Z,,2023-03-08T21:54:31Z,2023-03-08T21:54:26Z,1,0,0,0,1
49367,2023-03-08T16:07:03Z,2023-03-08T16:15:08Z,2023-03-08T16:07:03Z,,2023-03-08T18:00:33Z,2023-03-08T18:00:29Z,1,0,0,0,2
49369,2023-03-08T18:41:46Z,,2023-03-08T18:41:46Z,,2023-03-08T18:43:10Z,,0,0,0,0,0
49370,2023-03-08T18:45:29Z,,2023-03-08T18:45:29Z,,2023-03-08T18:46:12Z,,0,0,0,0,0
49371,2023-03-08T18:54:52Z,,2023-03-08T18:54:52Z,,2023-03-08T18:56:54Z,,0,0,0,0,0
49372,2023-03-08T19:07:55Z,2023-03-08T19:34:42Z,2023-03-08T19:07:55Z,,2023-03-09T20:06:42Z,2023-03-08T19:34:42Z,1,0,0,0,2
49373,2023-03-08T20:50:28Z,2023-03-09T17:09:08Z,2023-03-08T20:50:28Z,,2023-03-14T16:20:59Z,2023-03-09T17:09:08Z,2,0,1,2,0
49374,2023-03-09T00:22:21Z,2023-03-18T06:38:27Z,,,,,0,0,0,1,0
49375,2023-03-09T09:39:15Z,2023-03-09T17:14:31Z,,,2023-03-09T17:14:31Z,2023-03-09T17:14:31Z,2,0,0,1,1
49376,2023-03-09T12:54:53Z,2023-03-09T18:44:45Z,2023-03-09T12:54:53Z,,2023-03-09T19:32:08Z,2023-03-09T18:44:45Z,1,0,1,1,1
49377,2023-03-09T13:12:04Z,2023-03-16T00:27:25Z,2023-03-09T13:12:04Z,,2023-03-16T00:27:29Z,2023-03-16T00:27:25Z,0,0,1,0,0
49378,2023-03-09T13:32:56Z,2023-03-09T14:09:16Z,,,,2023-03-09T14:09:16Z,7,0,0,1,0
49379,2023-03-09T13:37:29Z,2023-03-09T13:37:34Z,2023-03-09T13:37:29Z,,,2023-03-21T19:03:03Z,1,0,0,1,1
49380,2023-03-09T13:54:01Z,2023-03-14T16:23:15Z,2023-03-09T13:54:01Z,,2023-03-14T16:23:19Z,2023-03-14T16:23:15Z,0,0,1,0,0
49381,2023-03-09T20:19:03Z,2023-04-09T00:08:52Z,2023-03-09T20:19:03Z,,2023-03-09T20:32:37Z,,0,0,0,0,1
49382,2023-03-10T00:49:49Z,2023-03-10T01:34:21Z,2023-03-10T00:49:49Z,,2023-03-14T21:22:19Z,2023-03-10T01:34:21Z,6,0,1,5,0
49383,2023-03-10T04:29:31Z,2023-03-10T04:47:45Z,,,2023-03-17T04:57:29Z,2023-03-10T04:47:45Z,2,0,0,0,0
49384,2023-03-10T09:34:44Z,2023-03-10T09:39:35Z,,,,2023-03-12T19:12:34Z,2,0,0,2,0
49385,2023-03-10T10:35:16Z,2023-03-10T11:58:50Z,,,2023-03-10T13:38:24Z,2023-03-10T11:58:50Z,0,0,3,2,1
49386,2023-03-10T11:58:04Z,,,,,,0,0,0,0,0
49387,2023-03-10T13:20:49Z,2023-03-13T10:19:41Z,,,,,0,0,0,0,1
49388,2023-03-10T14:06:34Z,2023-03-10T19:34:32Z,2023-03-10T14:06:34Z,,2023-03-13T09:24:28Z,2023-03-10T19:34:32Z,1,0,0,0,0
49389,2023-03-10T14:07:14Z,,2023-03-10T14:07:14Z,,,,0,0,0,0,0
49390,2023-03-10T14:29:14Z,2023-03-14T16:23:54Z,2023-03-10T14:29:14Z,,2023-03-14T16:23:59Z,2023-03-14T16:23:54Z,0,0,1,0,0
49391,2023-03-10T14:40:17Z,2023-03-14T13:02:09Z,2023-03-10T14:40:17Z,,2023-03-16T00:00:03Z,2023-03-14T13:02:09Z,1,0,1,1,0
49392,2023-03-10T15:03:26Z,2023-03-31T15:11:30Z,2023-03-10T15:03:26Z,,,2023-03-31T15:11:30Z,1,0,0,1,0
49393,2023-03-10T15:29:00Z,2023-03-10T15:35:04Z,2023-03-10T15:29:00Z,,2023-03-20T12:12:26Z,2023-03-10T15:35:04Z,4,0,4,3,1
49394,2023-03-10T16:20:32Z,2023-03-10T17:18:00Z,,,2023-03-13T11:51:23Z,2023-03-10T17:18:00Z,0,0,2,2,0
49396,2023-03-10T19:14:42Z,2023-03-10T21:08:11Z,2023-03-10T19:14:42Z,,2023-03-14T16:26:03Z,2023-03-10T21:08:11Z,1,0,1,1,0
49397,2023-03-10T23:05:57Z,2023-03-14T16:25:19Z,2023-03-10T23:05:57Z,,2023-03-14T16:25:24Z,2023-03-14T16:25:19Z,0,0,1,0,0
49398,2023-03-10T23:14:15Z,2023-03-11T00:05:34Z,,,,2023-03-11T00:05:34Z,2,0,0,0,0
49399,2023-03-10T23:35:31Z,2023-03-12T23:23:48Z,2023-03-10T23:35:31Z,,,2023-03-12T23:23:48Z,1,0,0,1,0
49400,2023-03-11T05:26:28Z,,2023-03-11T05:26:28Z,,,,0,0,0,0,0
49401,2023-03-11T20:31:50Z,2023-03-15T23:53:52Z,,,,2023-03-15T23:53:52Z,1,0,0,0,0
49402,2023-03-12T04:01:42Z,2023-03-13T16:44:42Z,,,2023-03-13T16:44:42Z,2023-03-13T16:44:42Z,1,0,0,0,0
49403,2023-03-12T05:45:41Z,2023-03-12T09:43:59Z,,,2023-03-14T09:24:03Z,2023-03-12T09:43:59Z,8,0,1,7,0
49404,2023-03-12T13:49:35Z,2023-03-12T14:34:40Z,,,2023-03-12T14:34:41Z,2023-03-12T14:34:40Z,0,0,2,2,0
49405,2023-03-12T16:19:12Z,2023-03-12T19:01:03Z,2023-03-12T16:19:12Z,,,2023-03-12T19:01:03Z,0,0,1,0,0
49406,2023-03-12T22:46:09Z,2023-04-04T22:23:09Z,2023-03-12T22:46:09Z,,,2023-04-04T22:23:09Z,2,0,0,1,0
49407,2023-03-12T22:51:18Z,2023-04-05T17:56:31Z,2023-03-12T22:51:18Z,,2023-04-06T02:33:59Z,2023-04-05T17:56:31Z,2,0,0,0,0
49408,2023-03-12T22:56:14Z,2023-04-04T02:28:04Z,2023-03-12T22:56:14Z,,2023-04-04T22:01:53Z,2023-04-04T02:28:04Z,2,0,0,0,0
49409,2023-03-12T22:59:06Z,2023-04-04T02:26:17Z,2023-03-12T22:59:06Z,,2023-04-04T22:11:04Z,2023-04-04T02:26:17Z,3,0,0,1,0
