id,opened,discussion,pullrequest,merged,closed,firstInsiderResponse,totalResponseByContributor,totalResponseByCollaborator,totalResponseByMembers,totalResponseByAuthor,totalResponseByOthers
26479,2023-03-25T12:11:01Z,2023-03-25T12:15:27Z,2023-03-25T12:11:01Z,,2023-03-29T16:23:43Z,2023-03-29T15:52:08Z,0,1,0,1,1
26480,2023-03-25T14:18:36Z,2023-03-25T14:23:25Z,2023-03-25T14:18:36Z,,,,0,0,0,0,1
26279,2023-03-02T02:55:24Z,2023-03-05T00:04:47Z,,,2023-03-05T00:04:47Z,2023-03-05T00:04:47Z,0,1,1,2,0
26280,2023-03-02T06:28:14Z,2023-03-02T06:32:36Z,2023-03-02T06:28:14Z,,2023-03-03T20:50:35Z,2023-03-02T10:34:48Z,1,1,0,1,1
26281,2023-03-02T14:15:28Z,2023-03-02T15:27:10Z,,,2023-03-02T15:27:10Z,,0,0,0,1,0
26282,2023-03-02T14:54:28Z,2023-03-02T14:59:28Z,2023-03-02T14:54:28Z,,2023-03-02T15:54:52Z,,0,0,0,0,1
26283,2023-03-02T16:32:29Z,2023-03-02T16:36:50Z,2023-03-02T16:32:29Z,,2023-03-03T09:38:09Z,,0,0,0,0,1
26284,2023-03-02T20:16:38Z,2023-03-03T08:10:36Z,,,,,0,0,0,1,1
26285,2023-03-02T21:42:12Z,2023-03-02T21:56:12Z,2023-03-02T21:42:12Z,,2023-03-03T02:58:12Z,2023-03-02T22:21:32Z,2,3,1,3,1
26286,2023-03-03T01:20:50Z,,,,2023-03-03T01:24:35Z,,0,0,0,0,0
26287,2023-03-03T02:36:10Z,,2023-03-03T02:36:10Z,,,,0,0,0,0,0
26288,2023-03-03T02:59:05Z,2023-03-03T03:03:50Z,2023-03-03T02:59:05Z,,2023-03-03T03:34:58Z,2023-03-03T03:34:33Z,1,3,1,2,1
26289,2023-03-03T10:26:37Z,2023-03-03T18:03:35Z,,,2023-03-06T05:34:52Z,,0,0,0,1,1
26290,2023-03-03T12:18:38Z,2023-03-03T12:22:43Z,2023-03-03T12:18:38Z,,2023-03-03T23:39:04Z,2023-03-03T23:55:04Z,1,0,0,1,2
26291,2023-03-03T14:10:34Z,2023-03-03T14:14:57Z,2023-03-03T14:10:34Z,,2023-03-06T10:50:56Z,2023-03-03T22:53:07Z,2,0,0,2,1
26292,2023-03-03T17:18:11Z,2023-03-03T20:30:20Z,,,2023-03-03T22:08:50Z,,0,0,0,4,3
26293,2023-03-03T17:25:28Z,2023-03-03T17:29:26Z,2023-03-03T17:25:28Z,,2023-03-05T03:56:19Z,2023-03-05T03:16:33Z,0,1,0,0,1
26294,2023-03-03T19:00:56Z,2023-03-03T19:04:56Z,2023-03-03T19:00:56Z,,2023-03-03T19:34:42Z,,0,0,0,0,1
26295,2023-03-03T19:05:34Z,2023-03-03T20:09:41Z,,,,2023-03-03T20:09:41Z,0,1,0,0,1
26296,2023-03-03T20:09:54Z,2023-03-03T20:13:42Z,2023-03-03T20:09:54Z,,2023-03-03T22:01:57Z,,0,0,0,0,1
26297,2023-03-03T20:35:04Z,2023-03-03T20:39:42Z,2023-03-03T20:35:04Z,,2023-03-13T17:20:05Z,2023-03-13T17:20:05Z,0,0,1,0,1
26298,2023-03-03T21:02:42Z,2023-03-03T23:06:08Z,,,,,0,0,0,0,2
26299,2023-03-03T21:20:51Z,2023-03-03T21:25:06Z,2023-03-03T21:20:51Z,,2023-03-03T22:02:13Z,,0,0,0,0,1
26300,2023-03-03T21:27:45Z,2023-03-03T21:31:45Z,2023-03-03T21:27:45Z,,2023-03-05T00:51:35Z,,0,0,0,0,1
26301,2023-03-03T22:36:35Z,2023-03-03T22:36:40Z,2023-03-03T22:36:35Z,,,,0,0,0,0,39
26302,2023-03-03T23:43:44Z,2023-03-03T23:47:44Z,2023-03-03T23:43:44Z,,2023-03-04T02:24:23Z,,0,0,0,0,1
26303,2023-03-03T23:43:55Z,2023-03-03T23:48:35Z,2023-03-03T23:43:55Z,,2023-03-04T16:26:59Z,,0,0,0,0,1
26304,2023-03-04T04:30:23Z,2023-03-04T04:33:55Z,2023-03-04T04:30:23Z,,2023-03-04T16:44:42Z,,0,0,0,0,1
26305,2023-03-04T05:32:03Z,2023-03-04T05:35:32Z,2023-03-04T05:32:03Z,,2023-03-04T16:45:27Z,,0,0,0,0,1
26306,2023-03-04T18:50:26Z,2023-03-05T00:12:43Z,,,,,0,0,0,2,3
26307,2023-03-04T19:06:05Z,2023-03-04T19:09:45Z,2023-03-04T19:06:05Z,,2023-03-04T23:03:25Z,,0,0,0,0,1
26308,2023-03-04T19:37:50Z,2023-03-04T19:41:27Z,2023-03-04T19:37:50Z,,2023-03-04T23:04:44Z,2023-03-04T23:04:37Z,0,1,0,1,1
26309,2023-03-04T20:22:47Z,2023-03-04T20:26:29Z,2023-03-04T20:22:47Z,,2023-03-04T23:06:21Z,,0,0,0,0,1
26310,2023-03-04T22:09:04Z,,,,2023-03-16T17:26:32Z,,0,0,0,0,0
26311,2023-03-04T23:07:40Z,2023-03-04T23:13:15Z,2023-03-04T23:07:40Z,,2023-03-06T16:11:33Z,2023-03-06T16:11:33Z,0,1,0,1,1
26312,2023-03-04T23:48:20Z,2023-03-05T18:42:23Z,2023-03-04T23:48:20Z,,2023-03-06T16:09:08Z,,0,0,0,0,1
26313,2023-03-05T06:11:36Z,2023-03-05T06:15:42Z,2023-03-05T06:11:36Z,,2023-03-05T18:18:54Z,2023-03-05T06:15:42Z,0,3,0,2,2
26314,2023-03-05T10:51:35Z,,,,2023-03-05T11:24:23Z,,0,0,0,0,0
26315,2023-03-05T21:32:42Z,2023-03-12T05:37:39Z,,,,2023-03-24T05:40:11Z,2,0,0,1,1
26316,2023-03-05T22:28:30Z,2023-03-05T23:01:17Z,,,2023-03-06T01:29:57Z,2023-03-05T23:01:17Z,0,2,0,2,0
26317,2023-03-05T23:40:12Z,2023-03-05T23:44:53Z,2023-03-05T23:40:12Z,,2023-03-06T01:24:40Z,,0,0,0,0,1
26318,2023-03-06T01:59:25Z,2023-03-09T10:34:05Z,,,2023-03-09T16:34:49Z,2023-03-09T10:34:05Z,0,2,0,2,0
26319,2023-03-06T10:39:58Z,2023-03-06T10:43:50Z,2023-03-06T10:39:58Z,,2023-03-06T10:51:59Z,,0,0,0,0,1
26320,2023-03-06T10:57:05Z,2023-03-07T00:11:35Z,,,,2023-03-08T06:00:50Z,3,0,0,3,2
26321,2023-03-06T11:04:02Z,2023-03-06T11:11:29Z,2023-03-06T11:04:02Z,,2023-03-13T13:25:43Z,,0,0,0,0,1
26322,2023-03-06T11:26:21Z,2023-03-06T11:30:08Z,2023-03-06T11:26:21Z,,2023-03-06T17:03:04Z,2023-03-06T17:03:04Z,0,1,0,0,1
26323,2023-03-06T11:28:20Z,2023-03-06T11:32:07Z,2023-03-06T11:28:20Z,,2023-03-07T14:33:56Z,,0,0,0,0,1
26324,2023-03-06T14:34:20Z,2023-03-06T14:34:27Z,2023-03-06T14:34:20Z,,2023-03-06T14:36:05Z,,0,0,0,0,2
26325,2023-03-06T14:36:59Z,2023-03-06T14:41:13Z,2023-03-06T14:36:59Z,,2023-03-06T18:51:36Z,,0,0,0,0,1
26326,2023-03-06T15:15:31Z,2023-03-06T15:21:09Z,2023-03-06T15:15:31Z,,2023-03-06T15:33:23Z,,0,0,0,0,1
26327,2023-03-06T16:38:24Z,2023-03-06T16:40:13Z,,,,,0,0,0,1,5
26328,2023-03-06T16:51:33Z,2023-03-06T16:56:55Z,2023-03-06T16:51:33Z,,2023-03-06T17:27:49Z,,0,0,0,0,1
26329,2023-03-06T20:13:25Z,2023-03-06T20:19:04Z,2023-03-06T20:13:25Z,,2023-03-06T20:38:43Z,,0,0,0,0,1
26330,2023-03-06T20:29:07Z,2023-03-06T20:34:19Z,2023-03-06T20:29:07Z,,2023-03-06T20:38:04Z,,0,0,0,0,1
26331,2023-03-06T21:01:34Z,2023-03-06T21:06:53Z,2023-03-06T21:01:34Z,,2023-03-06T22:13:17Z,,0,0,0,0,1
26332,2023-03-07T00:20:05Z,2023-03-07T00:25:41Z,2023-03-07T00:20:05Z,,,,0,0,0,3,1
26333,2023-03-07T03:50:40Z,2023-03-07T03:54:48Z,2023-03-07T03:50:40Z,,2023-03-07T15:14:42Z,,0,0,0,0,1
26334,2023-03-07T05:15:38Z,2023-03-07T05:20:15Z,2023-03-07T05:15:38Z,,2023-03-07T15:15:35Z,,0,0,0,0,1
26335,2023-03-07T15:47:21Z,2023-03-07T15:51:21Z,2023-03-07T15:47:21Z,,2023-03-07T17:07:30Z,2023-03-07T17:07:05Z,0,2,0,1,1
26336,2023-03-07T17:09:05Z,2023-03-07T17:18:13Z,2023-03-07T17:09:05Z,,2023-03-07T19:39:31Z,,0,0,0,0,1
26337,2023-03-07T17:40:17Z,2023-03-07T18:31:50Z,2023-03-07T17:40:17Z,,2023-03-08T03:31:55Z,2023-03-24T15:37:40Z,2,0,0,2,3
26338,2023-03-08T01:33:45Z,2023-03-08T01:37:33Z,2023-03-08T01:33:45Z,,2023-03-08T16:36:05Z,,0,0,0,0,1
26339,2023-03-08T02:39:28Z,2023-03-08T02:44:26Z,2023-03-08T02:39:28Z,,2023-03-08T16:46:10Z,,0,0,0,0,1
26340,2023-03-08T13:15:00Z,2023-03-08T15:44:24Z,,,,,0,0,0,1,3
26341,2023-03-08T14:04:35Z,2023-03-08T14:10:08Z,2023-03-08T14:04:35Z,,2023-03-08T14:37:38Z,,0,0,0,0,1
26342,2023-03-08T15:08:50Z,2023-03-08T15:09:15Z,2023-03-08T15:08:50Z,,2023-03-08T15:23:07Z,,0,0,0,0,2
26343,2023-03-08T15:59:30Z,2023-03-08T16:03:19Z,2023-03-08T15:59:30Z,,2023-03-08T17:14:37Z,2023-03-08T17:10:18Z,0,0,1,1,1
26344,2023-03-08T16:57:23Z,2023-03-08T17:04:00Z,2023-03-08T16:57:23Z,,2023-03-08T17:58:31Z,,0,0,0,0,1
26345,2023-03-08T19:35:39Z,2023-03-08T19:39:20Z,2023-03-08T19:35:39Z,,2023-03-08T20:04:38Z,2023-03-08T19:42:29Z,0,3,0,0,1
26346,2023-03-08T19:36:37Z,2023-03-08T19:41:22Z,2023-03-08T19:36:37Z,,2023-03-08T19:45:35Z,,0,0,0,0,1
26347,2023-03-08T20:06:14Z,2023-03-08T20:10:58Z,2023-03-08T20:06:14Z,,2023-03-08T21:25:13Z,,0,0,0,0,1
26348,2023-03-08T20:22:24Z,2023-03-08T20:27:51Z,2023-03-08T20:22:24Z,,2023-03-08T20:34:30Z,2023-03-08T21:32:11Z,1,0,0,0,1
26349,2023-03-08T20:49:23Z,2023-03-08T20:54:01Z,2023-03-08T20:49:23Z,,2023-03-09T21:18:53Z,2023-03-09T21:45:48Z,0,1,0,0,1
26350,2023-03-08T21:07:08Z,2023-03-08T21:11:34Z,2023-03-08T21:07:08Z,,2023-03-08T21:40:24Z,,0,0,0,0,1
26351,2023-03-08T21:20:11Z,2023-03-08T21:24:53Z,2023-03-08T21:20:11Z,,2023-03-09T04:45:55Z,,0,0,0,0,1
26352,2023-03-08T23:01:21Z,2023-03-08T23:01:38Z,,,,,0,0,0,1,10
26353,2023-03-09T05:43:04Z,2023-03-09T05:44:57Z,2023-03-09T05:43:04Z,,2023-03-09T05:59:43Z,2023-03-09T05:44:57Z,1,3,0,3,1
26354,2023-03-09T07:23:47Z,2023-03-09T07:24:20Z,,,2023-03-09T07:24:13Z,,0,0,0,1,0
26355,2023-03-09T11:42:10Z,2023-03-09T14:44:42Z,,,2023-03-09T14:44:43Z,2023-03-09T14:44:42Z,0,1,0,0,0
26356,2023-03-09T13:08:03Z,2023-03-09T13:13:47Z,2023-03-09T13:08:03Z,,,2023-03-10T05:52:34Z,2,1,0,2,1
26357,2023-03-09T16:08:26Z,2023-03-09T16:14:29Z,2023-03-09T16:08:26Z,,2023-03-09T16:20:08Z,,0,0,0,0,1
26358,2023-03-09T18:42:57Z,2023-03-09T18:47:02Z,2023-03-09T18:42:57Z,,2023-03-10T16:06:28Z,,0,0,0,0,1
26359,2023-03-09T20:05:31Z,2023-03-10T00:11:02Z,,,2023-03-10T23:27:07Z,2023-03-10T00:13:41Z,0,1,0,1,1
26360,2023-03-09T21:45:07Z,2023-03-09T21:49:57Z,2023-03-09T21:45:06Z,,2023-03-10T16:36:16Z,2023-03-10T15:25:04Z,0,1,0,0,1
26361,2023-03-10T05:11:45Z,2023-03-11T22:35:15Z,,,,,0,0,0,0,4
26362,2023-03-10T08:42:14Z,2023-03-10T17:27:14Z,,,,,0,0,0,0,2
26363,2023-03-10T14:04:32Z,2023-03-14T13:54:43Z,,,,2023-03-25T20:36:33Z,0,1,0,0,1
26364,2023-03-10T16:59:29Z,,2023-03-10T16:59:29Z,,2023-03-10T20:43:08Z,,0,0,0,0,0
26365,2023-03-10T17:28:11Z,2023-03-10T17:32:09Z,2023-03-10T17:28:11Z,,2023-03-10T17:47:44Z,,0,0,0,0,1
26366,2023-03-10T20:34:44Z,2023-03-10T20:47:09Z,2023-03-10T20:34:44Z,,2023-03-10T22:21:35Z,,0,0,0,0,1
26367,2023-03-10T22:22:20Z,2023-03-10T22:28:00Z,2023-03-10T22:22:20Z,,2023-03-10T23:37:32Z,2023-03-10T23:22:42Z,0,2,0,1,1
26368,2023-03-10T23:45:20Z,2023-03-10T23:49:08Z,2023-03-10T23:45:20Z,,2023-03-11T00:48:46Z,,0,0,0,0,1
26369,2023-03-11T01:13:45Z,2023-03-11T01:56:09Z,2023-03-11T01:13:45Z,,2023-03-11T01:56:13Z,2023-03-11T01:56:09Z,0,1,0,0,0
26370,2023-03-11T01:23:46Z,2023-03-11T01:27:46Z,2023-03-11T01:23:46Z,,2023-03-19T04:15:59Z,,0,0,0,0,1
26371,2023-03-11T06:10:15Z,2023-03-11T06:14:34Z,2023-03-11T06:10:15Z,,2023-03-11T20:32:02Z,,0,0,0,0,1
26372,2023-03-11T20:27:24Z,2023-03-11T20:31:19Z,2023-03-11T20:27:24Z,,2023-03-11T20:46:16Z,,0,0,0,0,1
26373,2023-03-11T22:50:06Z,2023-03-11T22:53:46Z,2023-03-11T22:50:06Z,,2023-03-14T15:14:53Z,,0,0,0,0,1
26374,2023-03-12T08:53:51Z,2023-03-12T18:48:36Z,,,,,0,0,0,2,2
26375,2023-03-12T08:58:03Z,,,,2023-03-12T14:14:25Z,,0,0,0,0,0
26376,2023-03-12T16:37:42Z,,2023-03-12T16:37:42Z,,2023-03-12T16:58:58Z,,0,0,0,0,0
26377,2023-03-12T17:14:08Z,2023-03-12T17:14:13Z,2023-03-12T17:14:08Z,,2023-03-13T17:15:47Z,,0,0,0,0,14
26378,2023-03-13T12:39:19Z,2023-03-17T17:37:45Z,,,,,0,0,0,0,1
26173,2023-02-16T06:48:51Z,2023-02-16T06:50:10Z,,,2023-02-16T10:12:35Z,2023-02-16T06:50:10Z,1,0,0,1,0
26174,2023-02-16T06:58:32Z,2023-02-16T07:03:39Z,2023-02-16T06:58:32Z,,,2023-03-18T08:28:35Z,1,0,0,1,1
26175,2023-02-16T08:34:06Z,2023-02-22T10:29:20Z,,,,,0,0,0,3,4
26176,2023-02-16T10:22:11Z,2023-02-16T10:28:15Z,2023-02-16T10:22:11Z,,,,0,0,0,0,1
26177,2023-02-16T10:49:09Z,2023-02-16T10:49:14Z,2023-02-16T10:49:09Z,,,,0,0,0,0,5
26178,2023-02-16T13:31:28Z,2023-02-16T13:31:42Z,,,2023-02-16T13:31:43Z,,0,0,0,0,1
26179,2023-02-16T17:27:17Z,2023-02-18T17:58:24Z,,,2023-02-24T03:30:01Z,2023-02-24T03:30:01Z,0,0,1,6,6
26180,2023-02-16T17:32:06Z,,,,,,0,0,0,0,0
26181,2023-02-16T18:52:52Z,2023-02-16T19:22:59Z,,,,2023-02-16T19:22:59Z,4,2,0,4,0
26182,2023-02-16T20:37:16Z,2023-02-16T20:44:14Z,2023-02-16T20:37:16Z,,2023-02-16T20:47:12Z,,0,0,0,0,1
26183,2023-02-16T20:49:13Z,2023-02-16T21:03:50Z,2023-02-16T20:49:13Z,,2023-02-27T19:00:19Z,2023-02-27T19:00:19Z,0,0,1,1,1
26184,2023-02-16T21:10:36Z,,2023-02-16T21:10:36Z,,2023-02-17T16:54:44Z,,0,0,0,0,0
26185,2023-02-16T21:36:03Z,,2023-02-16T21:36:03Z,,2023-02-16T21:46:23Z,,0,0,0,0,0
26186,2023-02-16T23:27:00Z,2023-02-17T08:14:43Z,,,,,0,0,0,1,2
26187,2023-02-17T05:44:52Z,2023-02-17T05:48:48Z,2023-02-17T05:44:52Z,,2023-02-21T18:18:24Z,2023-02-21T17:38:27Z,0,1,0,0,1
26188,2023-02-17T14:20:15Z,2023-02-17T15:22:19Z,,,2023-02-24T03:16:47Z,2023-02-24T03:16:47Z,0,0,1,0,1
26191,2023-02-17T17:02:29Z,2023-02-17T17:02:35Z,2023-02-17T17:02:29Z,,2023-02-17T20:07:23Z,2023-02-17T20:07:23Z,0,2,0,0,3
26192,2023-02-17T19:53:44Z,2023-02-17T20:07:11Z,2023-02-17T19:53:44Z,,2023-02-17T21:00:19Z,,0,0,0,0,1
26193,2023-02-17T20:13:56Z,,2023-02-17T20:13:56Z,,2023-02-23T21:53:12Z,,0,0,0,0,0
26194,2023-02-17T20:34:39Z,2023-02-17T20:41:00Z,2023-02-17T20:34:39Z,,2023-02-17T20:45:04Z,,0,0,0,0,1
26195,2023-02-18T09:44:15Z,2023-02-18T09:44:20Z,2023-02-18T09:44:15Z,,2023-02-18T09:47:32Z,,0,0,0,0,1
26196,2023-02-18T09:56:23Z,2023-02-18T13:06:58Z,2023-02-18T09:56:23Z,,2023-02-20T14:36:49Z,2023-02-18T13:06:58Z,1,0,0,1,0
26197,2023-02-18T10:13:33Z,2023-02-18T10:13:39Z,2023-02-18T10:13:33Z,,2023-02-18T10:54:58Z,,0,0,0,0,1
26198,2023-02-18T15:10:34Z,2023-02-18T15:16:01Z,2023-02-18T15:10:34Z,,2023-03-20T21:29:50Z,,0,0,0,0,1
26199,2023-02-18T16:21:17Z,2023-02-18T16:27:17Z,2023-02-18T16:21:17Z,,2023-02-20T05:04:26Z,,0,0,0,0,1
26200,2023-02-19T16:12:16Z,2023-02-19T16:13:35Z,,,,2023-02-19T16:13:35Z,7,0,0,4,0
26201,2023-02-20T10:40:17Z,2023-02-20T10:40:45Z,,,2023-02-20T14:35:44Z,2023-02-20T14:35:44Z,0,1,0,1,0
26202,2023-02-20T11:23:06Z,2023-02-20T12:35:20Z,,,2023-02-21T06:28:19Z,,0,0,0,0,2
26203,2023-02-20T13:54:29Z,2023-02-20T14:00:19Z,2023-02-20T13:54:29Z,,2023-02-20T15:17:45Z,,0,0,0,0,1
26204,2023-02-20T15:27:07Z,2023-02-20T15:33:40Z,2023-02-20T15:27:07Z,,2023-03-20T11:23:56Z,,0,0,0,0,1
26205,2023-02-20T16:37:47Z,2023-02-20T16:47:20Z,2023-02-20T16:37:47Z,,2023-02-20T18:27:14Z,,0,0,0,0,1
26206,2023-02-20T19:46:50Z,2023-02-20T19:53:07Z,2023-02-20T19:46:50Z,,2023-02-20T20:03:22Z,,0,0,0,0,1
26207,2023-02-20T20:43:13Z,2023-02-20T20:54:12Z,2023-02-20T20:43:13Z,,2023-02-20T20:59:22Z,,0,0,0,0,1
26208,2023-02-20T21:08:25Z,2023-02-20T21:12:00Z,2023-02-20T21:08:25Z,,2023-02-20T21:16:24Z,,0,0,0,0,1
26209,2023-02-20T22:59:08Z,2023-02-20T23:04:59Z,2023-02-20T22:59:08Z,,2023-02-21T19:18:22Z,,0,0,0,0,1
26210,2023-02-21T00:46:56Z,2023-02-21T00:52:18Z,2023-02-21T00:46:55Z,,2023-02-21T19:48:37Z,,0,0,0,0,1
26211,2023-02-21T03:28:10Z,2023-02-21T03:28:16Z,2023-02-21T03:28:10Z,,2023-02-21T03:28:24Z,,0,0,0,0,1
26212,2023-02-21T10:16:57Z,2023-02-27T14:01:23Z,,,,2023-02-27T14:27:25Z,2,0,0,2,2
26213,2023-02-21T11:53:48Z,2023-02-21T11:53:53Z,2023-02-21T11:53:48Z,,2023-02-21T20:30:35Z,,0,0,0,0,3
26214,2023-02-21T13:07:35Z,2023-02-24T03:05:00Z,,,2023-02-24T03:05:00Z,2023-02-24T03:05:00Z,0,0,1,1,0
26215,2023-02-21T16:43:37Z,2023-02-21T19:37:07Z,,,,,0,0,0,2,5
26216,2023-02-22T16:59:55Z,2023-02-22T17:06:03Z,2023-02-22T16:59:55Z,,2023-02-28T09:47:34Z,,0,0,0,0,1
26217,2023-02-22T17:54:18Z,2023-02-22T17:59:18Z,2023-02-22T17:54:18Z,,2023-02-22T18:37:21Z,2023-02-22T18:37:21Z,0,1,0,0,2
26218,2023-02-22T19:19:07Z,,,,,,0,0,0,0,0
26219,2023-02-22T20:17:08Z,2023-02-22T20:24:42Z,2023-02-22T20:17:08Z,,2023-02-22T20:32:10Z,,0,0,0,0,1
26220,2023-02-23T01:47:23Z,2023-02-24T00:25:42Z,2023-02-23T01:47:23Z,,2023-03-04T00:19:22Z,2023-02-24T03:23:58Z,2,2,0,2,1
26221,2023-02-23T04:42:56Z,2023-02-23T04:47:59Z,,,2023-02-24T15:31:47Z,2023-02-24T15:31:47Z,1,0,0,2,2
26222,2023-02-23T06:04:02Z,2023-02-23T06:36:54Z,,,2023-02-23T06:36:54Z,2023-02-23T06:36:54Z,0,1,0,0,0
26223,2023-02-23T06:47:57Z,2023-02-23T07:28:54Z,,,2023-02-24T03:03:43Z,2023-02-24T02:31:06Z,1,0,1,1,0
26224,2023-02-23T15:48:09Z,2023-02-23T21:03:05Z,,,,2023-02-24T03:12:35Z,0,1,2,4,1
26225,2023-02-23T15:50:47Z,2023-02-23T15:55:18Z,2023-02-23T15:50:47Z,,2023-02-23T15:59:23Z,,0,0,0,0,1
26226,2023-02-24T04:32:07Z,,,,2023-03-16T01:10:54Z,,0,0,0,0,0
26227,2023-02-24T06:18:50Z,2023-02-24T12:31:08Z,,,,,0,0,0,1,0
26228,2023-02-24T06:37:57Z,2023-02-24T06:42:52Z,2023-02-24T06:37:57Z,,2023-02-24T19:33:55Z,,0,0,0,0,1
26229,2023-02-24T11:03:21Z,,,,,,0,0,0,0,0
26230,2023-02-24T17:35:15Z,2023-02-24T18:11:17Z,2023-02-24T17:35:15Z,,,2023-02-25T06:25:47Z,0,2,0,3,1
26231,2023-02-24T18:26:34Z,,,,2023-02-25T02:36:30Z,,0,0,0,0,0
26232,2023-02-24T19:06:47Z,2023-02-24T19:10:42Z,2023-02-24T19:06:47Z,,2023-02-24T20:06:27Z,,0,0,0,0,1
26233,2023-02-24T20:01:04Z,,2023-02-24T20:01:04Z,,2023-02-24T20:13:06Z,,0,0,0,0,0
26234,2023-02-24T21:00:15Z,,2023-02-24T21:00:15Z,,2023-03-03T19:01:58Z,,0,0,0,0,0
26235,2023-02-24T21:31:27Z,,2023-02-24T21:31:27Z,,2023-03-03T19:02:21Z,,0,0,0,0,0
26236,2023-02-24T21:42:52Z,2023-02-24T21:47:26Z,2023-02-24T21:42:52Z,,2023-02-27T19:04:04Z,,0,0,0,0,1
26237,2023-02-24T23:12:46Z,2023-02-24T23:17:18Z,2023-02-24T23:12:46Z,,2023-02-25T19:04:52Z,,0,0,0,0,1
26238,2023-02-25T00:06:59Z,2023-02-25T00:13:04Z,2023-02-25T00:06:59Z,,,,0,0,0,0,1
26239,2023-02-25T00:24:23Z,2023-02-25T00:28:12Z,2023-02-25T00:24:23Z,,2023-02-25T19:06:09Z,,0,0,0,0,1
26240,2023-02-25T02:15:17Z,2023-02-25T02:35:54Z,,,,2023-02-25T02:35:54Z,1,0,0,1,1
26241,2023-02-25T03:59:15Z,2023-02-25T03:59:20Z,2023-02-25T03:59:15Z,,,,0,0,0,0,17
26242,2023-02-25T06:41:24Z,2023-02-25T06:41:30Z,2023-02-25T06:41:24Z,,2023-02-27T15:22:49Z,2023-02-27T15:22:49Z,0,0,1,0,2
26243,2023-02-25T06:51:55Z,2023-02-25T06:55:23Z,2023-02-25T06:51:55Z,,2023-03-16T01:10:53Z,2023-02-25T16:17:26Z,0,1,0,1,1
26244,2023-02-25T08:04:27Z,2023-02-25T08:04:32Z,2023-02-25T08:04:27Z,,2023-02-27T15:20:24Z,,0,0,0,0,2
26246,2023-02-25T16:13:31Z,2023-02-25T16:17:36Z,2023-02-25T16:13:31Z,,2023-02-25T17:10:40Z,2023-02-25T16:43:38Z,1,3,0,2,1
26247,2023-02-26T08:39:20Z,2023-02-26T08:39:25Z,2023-02-26T08:39:20Z,,2023-02-26T08:40:24Z,,0,0,0,0,2
26248,2023-02-26T08:40:56Z,2023-02-26T08:41:00Z,2023-02-26T08:40:56Z,,2023-02-26T08:41:23Z,,0,0,0,0,2
26249,2023-02-26T08:42:52Z,2023-02-26T08:42:57Z,2023-02-26T08:42:52Z,,2023-02-26T08:43:14Z,,0,0,0,0,2
26250,2023-02-26T09:11:56Z,2023-02-26T09:12:01Z,2023-02-26T09:11:56Z,,,,0,0,0,0,3
26251,2023-02-27T02:30:51Z,,,,2023-02-27T02:31:03Z,,0,0,0,0,0
26252,2023-02-27T08:08:09Z,,,,,,0,0,0,0,0
26253,2023-02-27T13:10:09Z,2023-03-01T14:51:27Z,,,2023-03-14T13:32:33Z,,0,0,0,1,1
26254,2023-02-27T13:30:41Z,2023-02-27T13:30:46Z,2023-02-27T13:30:41Z,,,,0,0,0,0,4
26255,2023-02-27T14:19:51Z,2023-02-27T16:38:36Z,2023-02-27T14:19:51Z,,2023-02-28T07:26:56Z,2023-02-28T07:26:56Z,1,0,0,1,1
26256,2023-02-27T22:14:11Z,2023-02-27T22:18:13Z,2023-02-27T22:14:11Z,,2023-03-06T23:00:55Z,2023-03-04T02:50:16Z,0,2,0,2,1
26257,2023-02-27T22:29:42Z,2023-02-28T00:56:21Z,2023-02-27T22:29:42Z,,2023-03-01T00:24:17Z,2023-02-28T08:14:34Z,2,1,0,1,1
26258,2023-02-27T23:25:53Z,2023-03-02T15:26:21Z,2023-02-27T23:25:53Z,,2023-03-02T15:26:18Z,2023-03-02T15:26:21Z,1,0,0,1,0
26259,2023-02-28T06:10:57Z,2023-03-02T01:16:15Z,,,,2023-03-07T08:55:51Z,0,1,0,3,4
26260,2023-02-28T11:51:16Z,2023-02-28T11:55:36Z,2023-02-28T11:51:16Z,,,,0,0,0,1,1
26261,2023-02-28T13:48:42Z,2023-02-28T13:48:47Z,2023-02-28T13:48:42Z,,2023-02-28T13:55:15Z,,0,0,0,1,2
26262,2023-02-28T16:32:24Z,2023-02-28T16:32:30Z,2023-02-28T16:32:24Z,,2023-03-02T15:26:03Z,,0,0,0,0,2
26263,2023-02-28T18:55:16Z,2023-02-28T18:59:33Z,2023-02-28T18:55:16Z,,2023-03-01T00:44:38Z,,0,0,0,0,1
26264,2023-02-28T19:47:46Z,2023-02-28T21:20:35Z,,,2023-02-28T21:20:35Z,2023-02-28T21:20:35Z,0,1,0,0,0
26265,2023-02-28T21:43:27Z,2023-02-28T21:48:07Z,2023-02-28T21:43:27Z,,2023-02-28T22:27:17Z,,0,0,0,0,1
26269,2023-02-28T23:54:58Z,2023-02-28T23:59:26Z,2023-02-28T23:54:58Z,,2023-03-02T15:25:42Z,2023-03-02T15:25:45Z,1,0,0,1,1
26270,2023-02-28T23:55:03Z,2023-02-28T23:59:16Z,2023-02-28T23:55:03Z,,2023-03-02T15:25:43Z,2023-03-02T15:25:46Z,1,0,0,1,1
26271,2023-03-01T00:25:38Z,2023-03-01T00:30:00Z,2023-03-01T00:25:38Z,,2023-03-02T15:25:44Z,2023-03-02T15:25:47Z,1,0,0,1,1
